movie_id,ratings,customer_id,star
619d1da261a9789154313af5,"{'customer_id': '4eff68af-62a0-3072-b1dd-9ac07a2dd113', 'stars': '3'}",4eff68af-62a0-3072-b1dd-9ac07a2dd113,3
619d1da261a9789154313af5,"{'customer_id': '2091b6e8-0941-3526-bf3d-95cdba113b58', 'stars': '4'}",2091b6e8-0941-3526-bf3d-95cdba113b58,4
619d1da261a9789154313af5,"{'customer_id': '71f237a7-da04-3fd1-b9ae-f1fd93ab6003', 'stars': '2'}",71f237a7-da04-3fd1-b9ae-f1fd93ab6003,2
619d1da261a9789154313af5,"{'customer_id': '90761191-6a5c-37d2-8d68-14e76956e524', 'stars': '4'}",90761191-6a5c-37d2-8d68-14e76956e524,4
619d1da261a9789154313af5,"{'customer_id': 'b1179ed6-cc1f-30e5-8cfd-fab381334505', 'stars': '4'}",b1179ed6-cc1f-30e5-8cfd-fab381334505,4
619d1da261a9789154313af5,"{'customer_id': 'c5b7b2fe-a1ce-3db8-8df3-e9363e8a9efa', 'stars': '4'}",c5b7b2fe-a1ce-3db8-8df3-e9363e8a9efa,4
619d1da261a9789154313af5,"{'customer_id': 'ff748e19-1680-3458-9d5c-b02b09a6ae28', 'stars': '5'}",ff748e19-1680-3458-9d5c-b02b09a6ae28,5
619d1da261a9789154313af5,"{'customer_id': '252864bf-279d-3569-8a03-2f1c166697ff', 'stars': '3'}",252864bf-279d-3569-8a03-2f1c166697ff,3
619d1da261a9789154313af5,"{'customer_id': 'df2a5521-8225-37d2-a237-23247e98b500', 'stars': '4'}",df2a5521-8225-37d2-a237-23247e98b500,4
619d1da261a9789154313af5,"{'customer_id': 'b8763442-da0b-36cf-abb5-e527812c586e', 'stars': '4'}",b8763442-da0b-36cf-abb5-e527812c586e,4
619d1da261a9789154313af5,"{'customer_id': '39062752-8e9d-3d51-9995-730aec48766b', 'stars': '2'}",39062752-8e9d-3d51-9995-730aec48766b,2
619d1da261a9789154313af5,"{'customer_id': 'e12ce311-2179-3717-bb3b-bef25441c477', 'stars': '4'}",e12ce311-2179-3717-bb3b-bef25441c477,4
619d1da261a9789154313af5,"{'customer_id': '6c0bd30d-d53c-3a5b-8acc-da32e9cf6d25', 'stars': '4'}",6c0bd30d-d53c-3a5b-8acc-da32e9cf6d25,4
619d1da261a9789154313af5,"{'customer_id': '6332ea02-0e1a-3b91-9ecc-fe8df8d41b60', 'stars': '4'}",6332ea02-0e1a-3b91-9ecc-fe8df8d41b60,4
619d1da261a9789154313af5,"{'customer_id': 'cad2ba9e-20fa-3ad2-b195-d257d870818e', 'stars': '4'}",cad2ba9e-20fa-3ad2-b195-d257d870818e,4
619d1da261a9789154313af5,"{'customer_id': '377bd2ca-f405-38b0-a820-3314b295be2e', 'stars': '3'}",377bd2ca-f405-38b0-a820-3314b295be2e,3
619d1da261a9789154313af5,"{'customer_id': '0c01b614-4b14-363b-8675-c1e9b63c1f47', 'stars': '5'}",0c01b614-4b14-363b-8675-c1e9b63c1f47,5
619d1da261a9789154313af5,"{'customer_id': 'd0f523fc-9b84-3ebd-a7d3-c8cc751c2678', 'stars': '3'}",d0f523fc-9b84-3ebd-a7d3-c8cc751c2678,3
619d1da261a9789154313af5,"{'customer_id': '2412843b-e951-397a-837a-59c05bf900bf', 'stars': '4'}",2412843b-e951-397a-837a-59c05bf900bf,4
619d1da261a9789154313af5,"{'customer_id': '60df57f0-5eeb-334e-9b67-2848dcf801c1', 'stars': '4'}",60df57f0-5eeb-334e-9b67-2848dcf801c1,4
619d1da261a9789154313af5,"{'customer_id': '0eb22905-eddc-3584-bf40-a348747cd0d7', 'stars': '3'}",0eb22905-eddc-3584-bf40-a348747cd0d7,3
619d1da261a9789154313af5,"{'customer_id': '0f061062-f1f1-30aa-b19f-bc2052a35f92', 'stars': '5'}",0f061062-f1f1-30aa-b19f-bc2052a35f92,5
619d1da261a9789154313af5,"{'customer_id': 'c4fc4301-c4a9-3d12-947d-2a9b0586469e', 'stars': '4'}",c4fc4301-c4a9-3d12-947d-2a9b0586469e,4
619d1da261a9789154313af5,"{'customer_id': 'e570560f-9bfc-3ee9-9753-a68bee21ff43', 'stars': '5'}",e570560f-9bfc-3ee9-9753-a68bee21ff43,5
619d1da261a9789154313af5,"{'customer_id': 'bcc56285-957f-3525-ad36-693b018fe93b', 'stars': '3'}",bcc56285-957f-3525-ad36-693b018fe93b,3
619d1da261a9789154313af5,"{'customer_id': '706e4a52-5c4a-3aae-9edd-7dd5af3ac946', 'stars': '5'}",706e4a52-5c4a-3aae-9edd-7dd5af3ac946,5
619d1da261a9789154313af5,"{'customer_id': '32653429-0ba7-305a-a454-a0abe9bb97aa', 'stars': '4'}",32653429-0ba7-305a-a454-a0abe9bb97aa,4
619d1da261a9789154313af5,"{'customer_id': '66d2b09a-4765-3f78-8b8f-688bf35cf740', 'stars': '4'}",66d2b09a-4765-3f78-8b8f-688bf35cf740,4
619d1da261a9789154313af5,"{'customer_id': '6801292b-1099-36e3-b17e-8072cbf5d78c', 'stars': '4'}",6801292b-1099-36e3-b17e-8072cbf5d78c,4
619d1da261a9789154313af5,"{'customer_id': 'f484ce1b-ef5e-3fed-b3c9-fecd4243745c', 'stars': '4'}",f484ce1b-ef5e-3fed-b3c9-fecd4243745c,4
619d1da261a9789154313af5,"{'customer_id': 'f8076f00-2f0f-323c-8abb-e43e16da10d1', 'stars': '4'}",f8076f00-2f0f-323c-8abb-e43e16da10d1,4
619d1da261a9789154313af5,"{'customer_id': '95f263f3-91be-30a3-bb7f-367093a15970', 'stars': '3'}",95f263f3-91be-30a3-bb7f-367093a15970,3
619d1da261a9789154313af5,"{'customer_id': 'ff26d0be-dc67-3ec7-a40d-06340e1baf05', 'stars': '5'}",ff26d0be-dc67-3ec7-a40d-06340e1baf05,5
619d1da261a9789154313af5,"{'customer_id': '69a5137b-95d2-32d8-a4ab-25ed0575550d', 'stars': '2'}",69a5137b-95d2-32d8-a4ab-25ed0575550d,2
619d1da261a9789154313af5,"{'customer_id': 'b165c23c-defb-3835-9ebc-f3f57fe6d575', 'stars': '4'}",b165c23c-defb-3835-9ebc-f3f57fe6d575,4
619d1da261a9789154313af5,"{'customer_id': 'cfd90eb5-5799-322b-b09f-5de9904b0b45', 'stars': '5'}",cfd90eb5-5799-322b-b09f-5de9904b0b45,5
619d1da261a9789154313af5,"{'customer_id': 'c8378aee-a5d9-3395-b9b2-2eaef1a12c02', 'stars': '4'}",c8378aee-a5d9-3395-b9b2-2eaef1a12c02,4
619d1da261a9789154313af5,"{'customer_id': '6923af7b-f414-34ed-95ea-215cc1ae24b6', 'stars': '2'}",6923af7b-f414-34ed-95ea-215cc1ae24b6,2
619d1da261a9789154313af5,"{'customer_id': '817758b3-a230-3432-9734-c9429039dc66', 'stars': '3'}",817758b3-a230-3432-9734-c9429039dc66,3
619d1da261a9789154313af5,"{'customer_id': '06a1a418-4f1e-37c5-8abb-60d6f9f2b45a', 'stars': '4'}",06a1a418-4f1e-37c5-8abb-60d6f9f2b45a,4
619d1da261a9789154313af5,"{'customer_id': '78c379d0-3394-379f-be06-885a6d7a3f12', 'stars': '4'}",78c379d0-3394-379f-be06-885a6d7a3f12,4
619d1da261a9789154313af5,"{'customer_id': '29a6bb68-fd28-3b1a-9f11-d513610c711a', 'stars': '4'}",29a6bb68-fd28-3b1a-9f11-d513610c711a,4
619d1da261a9789154313af5,"{'customer_id': 'a77a1169-de07-3f2b-b3cb-0a3738afb685', 'stars': '1'}",a77a1169-de07-3f2b-b3cb-0a3738afb685,1
619d1da261a9789154313af5,"{'customer_id': 'c725f7d4-33e8-3a6f-a3e8-5c6d2f52204f', 'stars': '5'}",c725f7d4-33e8-3a6f-a3e8-5c6d2f52204f,5
619d1da261a9789154313af5,"{'customer_id': '37f90f13-3ee9-31d7-9dcf-8bd6b59f79a9', 'stars': '3'}",37f90f13-3ee9-31d7-9dcf-8bd6b59f79a9,3
619d1da261a9789154313af5,"{'customer_id': 'a3036981-b6af-3e9d-a5ea-8cff933fe8d0', 'stars': '4'}",a3036981-b6af-3e9d-a5ea-8cff933fe8d0,4
619d1da261a9789154313af5,"{'customer_id': '95744e4c-818b-3625-a2ef-7be979bd1bc1', 'stars': '4'}",95744e4c-818b-3625-a2ef-7be979bd1bc1,4
619d1da261a9789154313af5,"{'customer_id': '53bebd88-3975-35ae-bb42-d480657a5e2e', 'stars': '4'}",53bebd88-3975-35ae-bb42-d480657a5e2e,4
619d1da261a9789154313af5,"{'customer_id': 'e5764a4a-de34-3bd8-83f8-8d4af7639994', 'stars': '4'}",e5764a4a-de34-3bd8-83f8-8d4af7639994,4
619d1da261a9789154313af5,"{'customer_id': 'cde673bf-aa58-367e-b66b-e4e03ce65342', 'stars': '3'}",cde673bf-aa58-367e-b66b-e4e03ce65342,3
619d1da261a9789154313af5,"{'customer_id': '271ed787-715f-325c-ad8f-c7dfab538d79', 'stars': '4'}",271ed787-715f-325c-ad8f-c7dfab538d79,4
619d1da261a9789154313af5,"{'customer_id': '5ef6aff5-aad5-343e-bcfe-227986d8c766', 'stars': '4'}",5ef6aff5-aad5-343e-bcfe-227986d8c766,4
619d1da261a9789154313af5,"{'customer_id': 'dc09197c-eddb-3e8f-8480-99180f740d27', 'stars': '5'}",dc09197c-eddb-3e8f-8480-99180f740d27,5
619d1da261a9789154313af5,"{'customer_id': 'aec39cb3-d49f-3a0c-b1ff-f9000cf812ca', 'stars': '1'}",aec39cb3-d49f-3a0c-b1ff-f9000cf812ca,1
619d1da261a9789154313af5,"{'customer_id': 'f451fd73-1422-3e75-9d1e-ff47a02b0692', 'stars': '3'}",f451fd73-1422-3e75-9d1e-ff47a02b0692,3
619d1da261a9789154313af5,"{'customer_id': '1419fbbe-bb67-337d-aaea-be5567b9edfc', 'stars': '4'}",1419fbbe-bb67-337d-aaea-be5567b9edfc,4
619d1da261a9789154313af5,"{'customer_id': 'dd419f08-6d7f-3f6d-96bd-8511e1bd137f', 'stars': '5'}",dd419f08-6d7f-3f6d-96bd-8511e1bd137f,5
619d1da261a9789154313af5,"{'customer_id': 'acc30193-235a-3954-988f-ddcfe84d9b67', 'stars': '5'}",acc30193-235a-3954-988f-ddcfe84d9b67,5
619d1da261a9789154313af5,"{'customer_id': '0c18ff19-9960-3688-a720-df1df7b3f19c', 'stars': '3'}",0c18ff19-9960-3688-a720-df1df7b3f19c,3
619d1da261a9789154313af5,"{'customer_id': 'ea09aaf8-1d81-3a26-a14c-a80c6b6e462c', 'stars': '4'}",ea09aaf8-1d81-3a26-a14c-a80c6b6e462c,4
619d1da261a9789154313af5,"{'customer_id': '1d2c5ef4-981c-38d2-96f9-bab4dd13d43d', 'stars': '5'}",1d2c5ef4-981c-38d2-96f9-bab4dd13d43d,5
619d1da261a9789154313af5,"{'customer_id': '25bec2d5-9cab-3734-b74e-5c2d74bd0b48', 'stars': '4'}",25bec2d5-9cab-3734-b74e-5c2d74bd0b48,4
619d1da261a9789154313af5,"{'customer_id': '72d8cd14-f101-379d-ad1d-adcd46a4eaa0', 'stars': '5'}",72d8cd14-f101-379d-ad1d-adcd46a4eaa0,5
619d1da261a9789154313af5,"{'customer_id': 'ea12445c-0154-3fe8-8c4e-4b882a2d4a30', 'stars': '3'}",ea12445c-0154-3fe8-8c4e-4b882a2d4a30,3
619d1da261a9789154313af5,"{'customer_id': 'aa7d95c7-1fb5-3440-8a61-64ac75f0d15d', 'stars': '4'}",aa7d95c7-1fb5-3440-8a61-64ac75f0d15d,4
619d1da261a9789154313af5,"{'customer_id': '99407b28-1996-3769-b8a9-81c3937b9cd0', 'stars': '4'}",99407b28-1996-3769-b8a9-81c3937b9cd0,4
619d1da261a9789154313af5,"{'customer_id': '0ef7f4d2-a56c-39a8-b2b5-5480f26333dc', 'stars': '3'}",0ef7f4d2-a56c-39a8-b2b5-5480f26333dc,3
619d1da261a9789154313af5,"{'customer_id': '6da44cff-7066-3fb7-8f71-a8e6f3f56fe9', 'stars': '3'}",6da44cff-7066-3fb7-8f71-a8e6f3f56fe9,3
619d1da261a9789154313af5,"{'customer_id': 'ac3a71ee-0b3e-3ef1-9f49-23de700d2302', 'stars': '4'}",ac3a71ee-0b3e-3ef1-9f49-23de700d2302,4
619d1da261a9789154313af5,"{'customer_id': '63002c1a-b60b-3c79-9424-b4797b82ca71', 'stars': '5'}",63002c1a-b60b-3c79-9424-b4797b82ca71,5
619d1da261a9789154313af5,"{'customer_id': 'd187892a-ef08-3fe4-94d4-df829a5bfc06', 'stars': '2'}",d187892a-ef08-3fe4-94d4-df829a5bfc06,2
619d1da261a9789154313af5,"{'customer_id': '4e0ab1d8-9e15-3520-9ebf-e68bcfd8f3a4', 'stars': '2'}",4e0ab1d8-9e15-3520-9ebf-e68bcfd8f3a4,2
619d1da261a9789154313af5,"{'customer_id': '5047e3dd-b0b3-3147-9606-a5007dde195b', 'stars': '4'}",5047e3dd-b0b3-3147-9606-a5007dde195b,4
619d1da261a9789154313af5,"{'customer_id': '5ca5c39c-31fe-3adc-9d79-3ee6eb9dc1f3', 'stars': '3'}",5ca5c39c-31fe-3adc-9d79-3ee6eb9dc1f3,3
619d1da261a9789154313af5,"{'customer_id': '0fccf515-9b1b-3042-be16-1cc0667452be', 'stars': '4'}",0fccf515-9b1b-3042-be16-1cc0667452be,4
619d1da261a9789154313af5,"{'customer_id': '63d1187f-e8b5-3836-afb2-7aa4e14af395', 'stars': '2'}",63d1187f-e8b5-3836-afb2-7aa4e14af395,2
619d1da261a9789154313af5,"{'customer_id': '475ae747-097f-39b9-ada4-68f65a905d78', 'stars': '4'}",475ae747-097f-39b9-ada4-68f65a905d78,4
619d1da261a9789154313af5,"{'customer_id': '4ebaa021-9d13-339b-8e59-06057ad80d0f', 'stars': '3'}",4ebaa021-9d13-339b-8e59-06057ad80d0f,3
619d1da261a9789154313af5,"{'customer_id': '77591783-34e9-3ffa-8fe8-0281211e7d2d', 'stars': '4'}",77591783-34e9-3ffa-8fe8-0281211e7d2d,4
619d1da261a9789154313af5,"{'customer_id': 'fef22a4a-db13-359f-b1a0-458d941710f5', 'stars': '4'}",fef22a4a-db13-359f-b1a0-458d941710f5,4
619d1da261a9789154313af5,"{'customer_id': '94885bbb-4e84-31f3-ac48-47a15393c218', 'stars': '2'}",94885bbb-4e84-31f3-ac48-47a15393c218,2
619d1da261a9789154313af5,"{'customer_id': '45d8d977-5147-3eca-8dba-3fc4e3bdcfd4', 'stars': '5'}",45d8d977-5147-3eca-8dba-3fc4e3bdcfd4,5
619d1da261a9789154313af5,"{'customer_id': '1baef503-4bdd-3b9f-baba-e88c5d4f082a', 'stars': '5'}",1baef503-4bdd-3b9f-baba-e88c5d4f082a,5
619d1da261a9789154313af5,"{'customer_id': '69aed39b-53a9-3fed-a111-a765c2ed1f98', 'stars': '4'}",69aed39b-53a9-3fed-a111-a765c2ed1f98,4
619d1da261a9789154313af5,"{'customer_id': 'd186e731-b81b-3478-b6a9-22c7c1ab3d69', 'stars': '4'}",d186e731-b81b-3478-b6a9-22c7c1ab3d69,4
619d1da261a9789154313af5,"{'customer_id': 'ded3b7b8-0a95-3e81-9845-5c4791461d13', 'stars': '4'}",ded3b7b8-0a95-3e81-9845-5c4791461d13,4
619d1da261a9789154313af5,"{'customer_id': '4d52dfd0-873a-32ba-8a63-7725d684f4c7', 'stars': '3'}",4d52dfd0-873a-32ba-8a63-7725d684f4c7,3
619d1da261a9789154313af5,"{'customer_id': '2af66fb1-cb00-3ed9-ba23-0630398ff53a', 'stars': '4'}",2af66fb1-cb00-3ed9-ba23-0630398ff53a,4
619d1da261a9789154313af5,"{'customer_id': '6cc94548-34b3-3ebc-9ecb-96a5dca5fd9c', 'stars': '4'}",6cc94548-34b3-3ebc-9ecb-96a5dca5fd9c,4
619d1da261a9789154313af5,"{'customer_id': 'c7ddd519-639b-363a-9dae-a165090431c4', 'stars': '4'}",c7ddd519-639b-363a-9dae-a165090431c4,4
619d1da261a9789154313af5,"{'customer_id': '06d70f0e-17fb-3298-b6a4-4b56d9288111', 'stars': '5'}",06d70f0e-17fb-3298-b6a4-4b56d9288111,5
619d1da261a9789154313af5,"{'customer_id': '7317dcb9-59b5-31a1-b1bd-6a4ad76d5a19', 'stars': '5'}",7317dcb9-59b5-31a1-b1bd-6a4ad76d5a19,5
619d1da261a9789154313af5,"{'customer_id': '9f9127e3-25eb-360d-b96d-0743bbb0a9b8', 'stars': '4'}",9f9127e3-25eb-360d-b96d-0743bbb0a9b8,4
619d1da261a9789154313af5,"{'customer_id': '5bc65532-9e01-3295-ae69-7f42a0dc43ee', 'stars': '5'}",5bc65532-9e01-3295-ae69-7f42a0dc43ee,5
619d1da261a9789154313af5,"{'customer_id': '2e91ccfc-d9b5-3145-86b3-148eb7b44af4', 'stars': '5'}",2e91ccfc-d9b5-3145-86b3-148eb7b44af4,5
619d1da261a9789154313af5,"{'customer_id': 'ff1ecb88-c4b0-3d06-9d0f-9b868c83c208', 'stars': '4'}",ff1ecb88-c4b0-3d06-9d0f-9b868c83c208,4
619d1da261a9789154313af5,"{'customer_id': 'd8f06379-56de-35f6-8ee0-5810c38133c2', 'stars': '5'}",d8f06379-56de-35f6-8ee0-5810c38133c2,5
619d1da261a9789154313af5,"{'customer_id': '3c557d39-73f5-3cd5-a31d-2d22491dc49c', 'stars': '4'}",3c557d39-73f5-3cd5-a31d-2d22491dc49c,4
619d1da261a9789154313af5,"{'customer_id': '8a53a01f-0f1d-37cf-a6ae-ec8ff29e9c39', 'stars': '4'}",8a53a01f-0f1d-37cf-a6ae-ec8ff29e9c39,4
619d1da261a9789154313af5,"{'customer_id': 'cf846ae1-1d14-3519-a93e-23328ec5fbd9', 'stars': '3'}",cf846ae1-1d14-3519-a93e-23328ec5fbd9,3
619d1da261a9789154313af5,"{'customer_id': '5bb05b46-9b03-3d6c-b698-41284f102c51', 'stars': '3'}",5bb05b46-9b03-3d6c-b698-41284f102c51,3
619d1da261a9789154313af5,"{'customer_id': '4bdc8ebe-5f82-3d1d-a837-6e3bd719a6b7', 'stars': '5'}",4bdc8ebe-5f82-3d1d-a837-6e3bd719a6b7,5
619d1da261a9789154313af5,"{'customer_id': '6dcb77b3-d93f-33bf-b342-b989dfdad182', 'stars': '4'}",6dcb77b3-d93f-33bf-b342-b989dfdad182,4
619d1da261a9789154313af5,"{'customer_id': 'f1327f71-94f4-3c8d-bf32-9d6d617ffe21', 'stars': '5'}",f1327f71-94f4-3c8d-bf32-9d6d617ffe21,5
619d1da261a9789154313af5,"{'customer_id': '94f08f21-cb83-3cbc-a4d7-6c2c8782f2ff', 'stars': '4'}",94f08f21-cb83-3cbc-a4d7-6c2c8782f2ff,4
619d1da261a9789154313af5,"{'customer_id': 'c8a1b98d-9671-348c-aa42-22ffbf7de03f', 'stars': '4'}",c8a1b98d-9671-348c-aa42-22ffbf7de03f,4
619d1da261a9789154313af5,"{'customer_id': '409129e0-4ebf-3257-a6ee-241981fd975c', 'stars': '3'}",409129e0-4ebf-3257-a6ee-241981fd975c,3
619d1da261a9789154313af5,"{'customer_id': '5812dc96-d2d3-3578-a411-ee3e9e9757f7', 'stars': '4'}",5812dc96-d2d3-3578-a411-ee3e9e9757f7,4
619d1da261a9789154313af5,"{'customer_id': '7151d746-ff14-38a5-9933-d5ce334ef4f1', 'stars': '3'}",7151d746-ff14-38a5-9933-d5ce334ef4f1,3
619d1da261a9789154313af5,"{'customer_id': '5a4d69f6-2357-3839-8cd8-f1bb1da909c6', 'stars': '4'}",5a4d69f6-2357-3839-8cd8-f1bb1da909c6,4
619d1da261a9789154313af5,"{'customer_id': '5352aba6-2a56-3bd6-9653-ad947aeb70d4', 'stars': '3'}",5352aba6-2a56-3bd6-9653-ad947aeb70d4,3
619d1da261a9789154313af5,"{'customer_id': 'fc34a4c7-6824-30cf-aff1-40897b7d5517', 'stars': '3'}",fc34a4c7-6824-30cf-aff1-40897b7d5517,3
619d1da261a9789154313af5,"{'customer_id': 'aa38a6a7-c0cb-31c9-937d-dacb82935eb9', 'stars': '5'}",aa38a6a7-c0cb-31c9-937d-dacb82935eb9,5
619d1da261a9789154313af5,"{'customer_id': '87e7a96f-c6ae-34d0-8210-6e158b447d92', 'stars': '5'}",87e7a96f-c6ae-34d0-8210-6e158b447d92,5
619d1da261a9789154313af5,"{'customer_id': 'd4a4e4d0-3800-3e6c-a720-d7be8e2abfed', 'stars': '4'}",d4a4e4d0-3800-3e6c-a720-d7be8e2abfed,4
619d1da261a9789154313af5,"{'customer_id': '361fc3b8-0468-3c51-9881-c839c8a6adce', 'stars': '5'}",361fc3b8-0468-3c51-9881-c839c8a6adce,5
619d1da261a9789154313af5,"{'customer_id': '527f1137-f33e-3ddf-83ec-5896ce3ca89c', 'stars': '5'}",527f1137-f33e-3ddf-83ec-5896ce3ca89c,5
619d1da261a9789154313af5,"{'customer_id': '28974647-2430-3955-9df0-1888ae41278d', 'stars': '2'}",28974647-2430-3955-9df0-1888ae41278d,2
619d1da261a9789154313af5,"{'customer_id': '08c220ab-a8e9-3019-baa5-528250486462', 'stars': '5'}",08c220ab-a8e9-3019-baa5-528250486462,5
619d1da261a9789154313af5,"{'customer_id': '5f7da68a-61a6-34a5-9bf9-3dd3c91bbd7a', 'stars': '3'}",5f7da68a-61a6-34a5-9bf9-3dd3c91bbd7a,3
619d1da261a9789154313af5,"{'customer_id': '2eaae944-5c3c-3678-9f85-bc40921f8ce9', 'stars': '2'}",2eaae944-5c3c-3678-9f85-bc40921f8ce9,2
619d1da261a9789154313af5,"{'customer_id': '6c61be49-198c-3aa3-8105-2f7eb5d210c1', 'stars': '5'}",6c61be49-198c-3aa3-8105-2f7eb5d210c1,5
619d1da261a9789154313af5,"{'customer_id': 'cff2d12e-6418-3905-854a-39eff1c6c1aa', 'stars': '4'}",cff2d12e-6418-3905-854a-39eff1c6c1aa,4
619d1da261a9789154313af5,"{'customer_id': 'ad61afd8-7331-3051-a1a2-539a59664257', 'stars': '4'}",ad61afd8-7331-3051-a1a2-539a59664257,4
619d1da261a9789154313af5,"{'customer_id': '40d05717-9c46-308c-9481-8eef560e29bc', 'stars': '2'}",40d05717-9c46-308c-9481-8eef560e29bc,2
619d1da261a9789154313af5,"{'customer_id': '1cf713db-8ca2-3ff4-ab46-365b15fff11f', 'stars': '4'}",1cf713db-8ca2-3ff4-ab46-365b15fff11f,4
619d1da261a9789154313af5,"{'customer_id': '352e6053-60e6-394e-ba71-167dee8bb622', 'stars': '4'}",352e6053-60e6-394e-ba71-167dee8bb622,4
619d1da261a9789154313af5,"{'customer_id': 'feba6c48-75b6-35e1-a5eb-a775dee9a370', 'stars': '4'}",feba6c48-75b6-35e1-a5eb-a775dee9a370,4
619d1da261a9789154313af5,"{'customer_id': '0f26b852-8a70-36d5-9ce3-74b80c5fea1c', 'stars': '3'}",0f26b852-8a70-36d5-9ce3-74b80c5fea1c,3
619d1da261a9789154313af5,"{'customer_id': '1fd1d1f0-4f05-3b0c-867e-683f88ce0d28', 'stars': '3'}",1fd1d1f0-4f05-3b0c-867e-683f88ce0d28,3
619d1da261a9789154313af5,"{'customer_id': 'fc0e6239-591a-3c82-b096-cf435b4bb330', 'stars': '3'}",fc0e6239-591a-3c82-b096-cf435b4bb330,3
619d1da261a9789154313af5,"{'customer_id': 'e4dba1eb-0099-3267-b274-36d05b983413', 'stars': '4'}",e4dba1eb-0099-3267-b274-36d05b983413,4
619d1da261a9789154313af5,"{'customer_id': '8dc8861d-b718-3bd0-b951-aee51a25f22a', 'stars': '4'}",8dc8861d-b718-3bd0-b951-aee51a25f22a,4
619d1da261a9789154313af5,"{'customer_id': '9a94583f-ea0e-3250-8755-d4166662a3c1', 'stars': '2'}",9a94583f-ea0e-3250-8755-d4166662a3c1,2
619d1da261a9789154313af5,"{'customer_id': 'd33cf299-89f7-39e1-923e-16ba9761e9c0', 'stars': '4'}",d33cf299-89f7-39e1-923e-16ba9761e9c0,4
619d1da261a9789154313af5,"{'customer_id': 'bd487170-7580-3b0a-aec0-ef3ee22eb947', 'stars': '3'}",bd487170-7580-3b0a-aec0-ef3ee22eb947,3
619d1da261a9789154313af5,"{'customer_id': '757960ad-4647-37a3-9c8c-8cb435ad6993', 'stars': '4'}",757960ad-4647-37a3-9c8c-8cb435ad6993,4
619d1da261a9789154313af5,"{'customer_id': '0c656c58-9b0e-3289-8263-06c7fcc21904', 'stars': '5'}",0c656c58-9b0e-3289-8263-06c7fcc21904,5
619d1da261a9789154313af5,"{'customer_id': '0b5fc55f-b07a-31b5-93ff-e316dc4a3555', 'stars': '4'}",0b5fc55f-b07a-31b5-93ff-e316dc4a3555,4
619d1da261a9789154313af5,"{'customer_id': '59830224-19b0-37ae-8f8a-3e4bae85fc90', 'stars': '3'}",59830224-19b0-37ae-8f8a-3e4bae85fc90,3
619d1da261a9789154313af5,"{'customer_id': 'b56bbf54-6ff7-319a-a53f-0452913209b7', 'stars': '4'}",b56bbf54-6ff7-319a-a53f-0452913209b7,4
